Organization,Country,SDG Goal,SDG Question,Answer Options,SDG Goal ID,SDG Ques ID,Industry,Filtered Content,URL,Page number,Document Type,Publication Date,Last updated Date
News Corp Australia (newscorp),AU,Goal 5. Achieve gender equality and empower all women and girls,"In your organization, what is the percentage of women in managerial positions?",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S001,Q001,Information Media And Telecommunications,"[Page 43] Workforce 53% 54% 53% Women in Management in U.S. | [Page 43] Women in Global Workforce 47% 48% 49% Women in Senior Leadership2 38% 37% 39% Women in U.S. | [Page 25] Our Directors are 43% female, include  six citizens of countries other than the United States and  four people who self-identify as Asian, Hispanic/Latinx or  two or more races/ethnicities, range in age from 44 to 71  (median age: 56), and bring to the boardroom a diversity of  backgrounds, viewpoints and expertise. | [Page 25] 60% of our independent  directors are female 54% FISCAL 2023  70% WHITE <1% NATIVE HAWAIIAN OR  OTHER PACIFIC ISLANDER  4% TWO OR MORE RACES 6% BLACK OR AFRICAN AMERICAN  7% HISPANIC OR LATINO 12% ASIAN <1% AMERICAN INDIAN OR  ALASKA NATIVE 30% FISCAL 2024  70% WHITE <1% NATIVE HAWAIIAN OR  OTHER PACIFIC ISLANDER  3.6% TWO OR MORE RACES 6% BLACK OR AFRICAN AMERICAN  7.8% HISPANIC OR LATINO 12.5% ASIAN <1% AMERICAN INDIAN OR  ALASKA NATIVE 30% INTRODUCTION ABOUT NEWS CORP OUR ESG APPROACH CLIMATE & ENVIRONMENT GOVERNANCE INDICES 25",https://newscorp.com/app/uploads/2024/10/News-Corp-ESG-2024_FINAL.pdf,25 | 43 | 23,PDF,2024.0,2025-04-29T01:22:41.219470
News Corp Australia (newscorp),AU,"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","In your organization, what percentage of annual energy usage is derived from renewable energy (clean fuels and technology)?",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S002,Q002,Information Media And Telecommunications,"[Page 10] •	 Use renewable energy when feasible and ultimately  target 100% renewable energy use. | [Page 10] GHG emissions, 78%  reported emission reduction activities and 70% reported  using renewable energy. | [Page 9] In fiscal 2023, our total usage of renewable energy was 25.9%,  largely due to News UK’s purchase of electricity backed by  REGO certificates. | [Page 42] Energy Total Energy Consumption (MWh)5 391,224 288,579 260,563 185,609 -52.6% -28.8% Total MWh from Renewable Energy 6,466 19,961 65,338 48,053 643.1% -26.5% Forests Certified Paper (US, UK, Australia) (%)6 78% 77% 100% n/a 29.9% Year-Over-Year Percent Reduction of Paper Consumed (%) 14% 13% n/a n/a Products7",https://newscorp.com/app/uploads/2024/10/News-Corp-ESG-2024_FINAL.pdf,42 | 7 | 9 | 10,PDF,2024.0,2025-04-29T01:22:41.219470
Nine Entertainment Co. (nineforbrands),AU,Goal 12. Ensure sustainable consumption and production patterns,"In your organization, what is the recycling rate (measured by sum of recyclables + organics divided by total garbage, as the percentage of of all waste that is recycled? ",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S003,Q003,Information Media And Telecommunications,,,,,,
Nine Entertainment Co. (nineforbrands),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Information Media And Telecommunications,[Page 49] The financial report also complies with International Financial  Reporting Standards (IFRS) as issued by the International Accounting Standards Board. | [Page 83] •  Considered the adequacy of the disclosures  included in Note 2.2 to the financial  statements.,https://www.nineforbrands.com.au/wp-content/uploads/2024/09/Annual-Report-for-Lodgement-2024.pdf,49 | 83,PDF,2024.0,2025-06-05T00:04:42.478512
Nine Entertainment Co. (nineforbrands),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Information Media And Telecommunications,[Page 30] Signed on behalf of the Directors in accordance with a resolution of the Directors.,https://www.nineforbrands.com.au/wp-content/uploads/2024/09/Annual-Report-for-Lodgement-2024.pdf,30,PDF,2024.0,2025-06-05T00:04:42.478512
Nine Entertainment Co. (nineforbrands),AU,Goal 5. Achieve gender equality and empower all women and girls,"In your organization, what is the percentage of women in managerial positions?",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S001,Q001,Information Media And Telecommunications,"[Page 25] At least 40% of senior executive positions   to be held by women (for this purpose,   senior executives are the Chief Executive  Officer, direct reports to the Chief Executive  Officer, and other senior leaders in group  leadership roles) This was satisfied. | [Page 25] June 2024, the proportion of men and women employed by Nine was as follows:  Women Men Board of Directors 67% 33% Senior Executives 52% 48% Total Nine workforce 47% 53% For this purpose, “Senior Executives” are the Chief Executive Officer, direct reports to the Chief Executive Officer,   and other senior leaders in group leadership roles. | [Page 25] At least 40% of management positions   to be held by women This was satisfied. | [Page 25] The Board has adopted the following measurable objectives for FY25 for achieving gender diversity:  	‐ At least 30% of board positions to be held by women and at least 30% of such positions to be held by men; 	‐ At least 40% of senior executive positions to be held by women (for this purpose, senior executives are the Chief  Executive Officer, direct reports to the Chief Executive Officer, and other senior leaders in group leadership roles); 	‐ At least 40% of management positions to be held by women; 	‐ Continue to achieve gender balance in leadership and talent development; and 	‐ Review, iterate and continue to drive initiatives that champion equity and inclusion, including, but not limited to  gender equity, across the business such as pay equity review, investment in employee resource groups (Nine  Communities), review of parental leave offering, Respect At Work initiatives and flexible working options. | [Page 25] Representation of women in management was 44% demonstrating  the impact of Nine’s work in providing development and opportunities for women at Nine.",https://www.nineforbrands.com.au/wp-content/uploads/2024/09/Annual-Report-for-Lodgement-2024.pdf,25,PDF,2024.0,2025-06-05T00:04:42.478512
Nine Entertainment Co. (nineforbrands),AU,"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","In your organization, what percentage of annual energy usage is derived from renewable energy (clean fuels and technology)?",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S002,Q002,Information Media And Telecommunications,"[Page 18] On completion of the benchmark GHG accounting for   calendar year 2022 across the Group, we were  encouraged by the results that reported our Scope 1+2 fell  significantly below that mark, to only 2.4% of our total  emissions. | [Page 24] On completion of the benchmark GHG accounting for CY 2022 across the Nine group, Nine was pleased that its Scope  1+2 emissions fell significantly below that number, at 2.4% of its total emissions. | [Page 18] Relative to similar media corporations locally  and globally, we anticipated our Scope 1+2 emissions not  to exceed five percent of our GHG emissions. | [Page 44] Corporate Net corporate expense decreased by $1.2 million or 3% year-on-year, which is principally the result of cost savings achieved during   the year partly offset by a reduction in sublease income.",https://www.nineforbrands.com.au/wp-content/uploads/2024/09/Annual-Report-for-Lodgement-2024.pdf,18 | 24 | 44,PDF,2024.0,2025-06-05T00:04:42.478512
Optus,AU,Goal 12. Ensure sustainable consumption and production patterns,"In your organization, what is the recycling rate (measured by sum of recyclables + organics divided by total garbage, as the percentage of of all waste that is recycled? ",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S003,Q003,Information Media And Telecommunications,"[Page 10] Reusing, recycling and repurposing, keeping   everything in use as part of the circular economy Reuse and recycle over 90% of our e-waste. | [Page 37] 90% of our e-waste   reused and recycled 100% recyclable, reusable  or compostable packaging 90% waste diversion   from landfill 37 | [Page 35] Circular economy  Highlights this year Recycled or reused  97.8% of e-waste  from our operations including   network* sites, corporate offices   and retail stores. | [Page 36] IT: 100% diversion   from landfill IT: 100% diversion   from landfill 81% 39% 85% 61% Networks: 98% diversion   from landfill Networks: 97%* diversion   from landfill Target 90% of e-waste to be  reused or recycled Target 90% waste diversion   from landfill Target 100% recyclable, reusable   or compostable packaging   on Optus-branded products FY23 | [Page 11] Optus-branded products  Recycled or reused  97.8% of e-waste  from our operations including network sites,  corporate offices and retail stores Received over   37,830 devices   for recycling,  resulting in approximately  19.5 tonnes  of mineral resources saved Celebrated 10 years  of our Digital Thumbprint program Our Digital Thumbprint   program has educated over 60,500 students on digital safety Won the Contribution  to Society award  for the Optus Digital Thumbprint   program at the 2023 | [Page 39] Reducing waste generated   by our operations We have six waste streams across our corporate  offices: comingled recycling, organics, paper and  cardboard, e-waste, specialty waste and general  waste.",https://www.optus.com.au/content/dam/optus/documents/about-us/sustainability/reporting/2024/Optus-Sustainability-Report-FY2024-Final2.pdf,10 | 35 | 37 | 39 | 11 | 36,PDF,2024.0,2025-04-23T05:16:12.130846
Optus,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Information Media And Telecommunications,[Page 7] We have  emissions reduction targets validated by the Science  Based Targets initiative (SBTi) and we use the  Business for Societal Impact methodology to measure  and report on our contribution to the community. | [Page 7] We are aware  of the proposed Australian Sustainability Reporting  Standards (ASRS) and their key reporting domains  and are assessing their relevance and applicability   to Optus.,https://www.optus.com.au/content/dam/optus/documents/about-us/sustainability/reporting/2024/Optus-Sustainability-Report-FY2024-Final2.pdf,7,PDF,2024.0,2025-04-23T05:16:12.130846
Optus,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Information Media And Telecommunications,Singtel Optus Pty Limited Australia joined un compact on 12-Dec-19,https://unglobalcompact.org/what-is-gc/participants/138226-Singtel-Optus-Pty-Limited,,,,
Optus,AU,Goal 5. Achieve gender equality and empower all women and girls,"In your organization, what is the percentage of women in managerial positions?",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S001,Q001,Information Media And Telecommunications,"[Page 10] Supporting career aspirations through  mentoring, skills transfer, confidence building  and employment opportunities Increase women in leadership to 25%. | [Page 15] •	 20% of our Top Executive’s long-term incentive  plan remuneration is tied to specific, time bound  KPIs, such as reaching 32% of female employees in  management by FY2025. | [Page 69] In FY24,  we continued to strive towards a gender balanced  leadership team, closely maintaining our 25% target,  achieving 24.4% this year. | [Page 10] Working to ensure gender balanced leadership  and inspire our next generation of leaders Zero major human rights incidents in our  operations and with major suppliers. | [Page 67] Progress against 2025 targets *from an FY21 baseline Target Increase women in   leadership to 25% Target Zero major human rights  incidents in our operations and  with major suppliers FY23",https://www.optus.com.au/content/dam/optus/documents/about-us/sustainability/reporting/2024/Optus-Sustainability-Report-FY2024-Final2.pdf,67 | 15 | 69 | 10,PDF,2024.0,2025-04-23T05:16:12.130846
Optus,AU,"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","In your organization, what percentage of annual energy usage is derived from renewable energy (clean fuels and technology)?",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S002,Q002,Information Media And Telecommunications,"[Page 27] When coupled  with the default renewable electricity available  from Australia’s national grid, we expect that  approximately 42% of our electricity consumption  will be backed by renewable sources. | [Page 11] Gigawatt hours  per annum Increased the use of renewable  electricity across our operations  from 25.37%   to 27.50%  of our total consumption when mandatory   large-scale generation certificates (LGCs)   are included (6.7% to 8.5% when mandatory   LGCs are excluded) 85%  of packaging is recyclable,  reusable or compostable from approximately 300 | [Page 23] Progress In 2021, we set a goal to transition 100% of our electricity requirements  to be backed by renewable resources by the end of 2025.",https://www.optus.com.au/content/dam/optus/documents/about-us/sustainability/reporting/2024/Optus-Sustainability-Report-FY2024-Final2.pdf,4 | 23 | 11 | 27,PDF,2024.0,2025-04-23T05:16:12.130846
Orica,AU,Goal 12. Ensure sustainable consumption and production patterns,"In your organization, what is the recycling rate (measured by sum of recyclables + organics divided by total garbage, as the percentage of of all waste that is recycled? ",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S003,Q003,Mining,"[Page 21] This year, our  Kooragang Island site in New South Wales  celebrated 10 years of recycled water  use, returning an estimated 20GL of  clean drinking water to the Hunter Valley  community – an amount equivalent to   8,000 Olympic sized swimming pools. | [Page 40] 10.0% 0.128 0.0% Loss of  containment  (LOC3)  This metric continues to drive awareness  of the need to minimise our environmental  impact and a focus on reducing both the  number and severity level of LOC events. | [Page 10] At our Yarwun site our completed tertiary  abatement installations will reduce site  emissions by approximately 50 per cent.",https://www.orica.com/ArticleDocuments/301/FY2024%20Annual%20Report.pdf,40 | 80 | 21 | 10,PDF,2024.0,2025-04-23T05:50:24.945692
Orica,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Mining,[Page 66] Basis of preparation This is a general purpose financial report which has been prepared by a for-profit entity in accordance with Australian Accounting Standards  adopted by the Australian Accounting Standards Board (AASB) and the Corporations Act 2001 and complies with the International Financial  Reporting Standards (IFRS) adopted by the International Accounting Standards Board. | [Page 128] •  Assessing the adequacy of disclosures in the  Financial Report using our understanding  obtained from our testing and against the  requirements of accounting standards. | [Page 124] • Assessing the disclosures in the Financial Report using our understanding of the matters obtained from our testing and against the requirements of accounting standards.,https://www.orica.com/ArticleDocuments/301/FY2024%20Annual%20Report.pdf,128 | 66 | 124,PDF,2024.0,2025-04-23T05:50:24.945692
Orica,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Mining,Orica Australia joined un compact on 21-May-18,https://unglobalcompact.org/what-is-gc/participants/132559-Orica,,,,
Orica,AU,Goal 5. Achieve gender equality and empower all women and girls,"In your organization, what is the percentage of women in managerial positions?",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S001,Q001,Mining,"[Page 5] The percentage of senior leader positions held by women. | [Page 135] Women in senior leadership The percentage of senior leader positions held by women. | [Page 5] FY2023: 17 33.7% Women in senior   leadership12 | [Page 22] Furthermore, 37.5 per cent of our Board  positions are held by women, above our   goal of at least 30 per cent. | [Page 22] 21.6% target 20%  Female workforce participation2 90+ cultural backgrounds People from Women in senior leadership was short of  our goal of 35 per cent with a 33.7 per cent  gender composition. | [Page 22] Notably, rates of  female workforce participation increased  year-on-year to 21.6 per cent this year.",https://www.orica.com/ArticleDocuments/301/FY2024%20Annual%20Report.pdf,22 | 5 | 135,PDF,2024.0,2025-04-23T05:50:24.945692
Orica,AU,"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","In your organization, what percentage of annual energy usage is derived from renewable energy (clean fuels and technology)?",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S002,Q002,Mining,"[Page 5] Our target is to reduce net Scope 1 and Scope 2 emissions by at least 45 per cent by FY2030, from FY2019 levels. | [Page 21] At 1,262 ktCO2-e, we achieved a 26 per  cent2 annual reduction in net Scope 1 and  Scope 2 emissions from FY2023 and a   43 per cent decrease on FY2019 levels1. | [Page 40] 5.0% 18 6.3% Scope 1 & 2  emissions4  +  Net zero  program  initiatives Net emissions continue to reduce against  FY2019 baseline levels, and we remain well  ahead of our stated emissions reduction  targets. | [Page 7] The installation of two emissions  abatement reactors at our Yarwun site is  forecast to reduce its total Scope 1 and  Scope 2 emissions by 50 per cent. | [Page 10] At our Yarwun site our completed tertiary  abatement installations will reduce site  emissions by approximately 50 per cent. | [Page 21] In real emissions terms, these reduction  levels demonstrate significant progress  towards our short-term target of 30 per  cent reduction by FY2026, and at least  45 per cent reduction by FY2030, from   our FY2019 baseline.",https://www.orica.com/ArticleDocuments/301/FY2024%20Annual%20Report.pdf,10 | 40 | 7 | 5 | 21,PDF,2024.0,2025-04-23T05:50:24.945692
Pacific Green,AU,Goal 12. Ensure sustainable consumption and production patterns,"In your organization, what is the recycling rate (measured by sum of recyclables + organics divided by total garbage, as the percentage of of all waste that is recycled? ",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S003,Q003,Manufacturing,,,,,,
Pacific Green,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Manufacturing,,,,,,
Pacific Green,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Manufacturing,,,,,,
Pacific Green,AU,Goal 5. Achieve gender equality and empower all women and girls,"In your organization, what is the percentage of women in managerial positions?",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S001,Q001,Manufacturing,,,,,,
Pacific Green,AU,"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","In your organization, what percentage of annual energy usage is derived from renewable energy (clean fuels and technology)?",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S002,Q002,Manufacturing,"[Page 1] The country is currently ranked fifth worldwide in consultancy EY’s Renewable Energy Country Attractiveness Index, ahead of low-carbon generation behemoths such as the UK and Spain—and has led the world in per-capita solar and energy storage deployments, we noted .",https://www.pacificgreen.com/articles/12-months-great-progress-pacific-green-2024/,1,HTML,nan,2025-04-28T23:22:05.580328
Private Healthcare Australia (PHA),AU,Goal 12. Ensure sustainable consumption and production patterns,"In your organization, what is the recycling rate (measured by sum of recyclables + organics divided by total garbage, as the percentage of of all waste that is recycled? ",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S003,Q003,Health Care And Social Assistance,,,,,,
Private Healthcare Australia (PHA),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Health Care And Social Assistance,,,,,,
Private Healthcare Australia (PHA),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Health Care And Social Assistance,,,,,,
Private Healthcare Australia (PHA),AU,Goal 5. Achieve gender equality and empower all women and girls,"In your organization, what is the percentage of women in managerial positions?",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S001,Q001,Health Care And Social Assistance,[Page 4] • Nearly 70% of mental health treatment hospital high claimants aged 25 to 29 are females (a 2.3  percentage points increase from 2019).,https://privatehealthcareaustralia.org.au/wp-content/uploads/PHA-Annual-Hospital-High-Claims-Report-2024.pdf,4,PDF,2024.0,2025-04-16T22:26:17.876296
Private Healthcare Australia (PHA),AU,"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","In your organization, what percentage of annual energy usage is derived from renewable energy (clean fuels and technology)?",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S002,Q002,Health Care And Social Assistance,,,,,,
Purple House,AU,Goal 12. Ensure sustainable consumption and production patterns,"In your organization, what is the recycling rate (measured by sum of recyclables + organics divided by total garbage, as the percentage of of all waste that is recycled? ",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S003,Q003,Health Care And Social Assistance,,,,,,
Purple House,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Health Care And Social Assistance,,,,,,
Purple House,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Health Care And Social Assistance,,,,,,
Purple House,AU,Goal 5. Achieve gender equality and empower all women and girls,"In your organization, what is the percentage of women in managerial positions?",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S001,Q001,Health Care And Social Assistance,[Page 8] INDIGENOUS  STAFF 93% Executive/ Board 41% Malpa  team 56% Social  Enterprise  team 58% Panuku  team Our teams with the highest proportion of Indigenous staff.,https://www.purplehouse.org.au/wp-content/uploads/2024/10/Purple-House-Social-Impact-Report-2024.pdf,8,PDF,2024.0,2025-04-16T22:25:54.338540
Purple House,AU,"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","In your organization, what percentage of annual energy usage is derived from renewable energy (clean fuels and technology)?",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S002,Q002,Health Care And Social Assistance,,https://www.purplehouse.org.au/wp-content/uploads/2024/10/Purple-House-Social-Impact-Report-2024.pdf,12,PDF,2024.0,2025-04-16T22:25:54.338540
Rio Tinto (cdn-rio),AU,Goal 12. Ensure sustainable consumption and production patterns,"In your organization, what is the recycling rate (measured by sum of recyclables + organics divided by total garbage, as the percentage of of all waste that is recycled? ",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S003,Q003,Mining,"[Page 277] ALUMINIUM (recycled) ('000 tonnes) Matalco  50.0%   528   264   –   –   –   –  BAUXITE ('000 tonnes) Gove (Australia)  100.0%   12,721   12,721   11,566   11,566   11,510   11,510 | [Page 178] which owns one Canadian  aluminium recycling facility and a 50% equity interest in Matalco  USA LLC which owns 6 aluminium recycling facilities in the US for  combined consideration of US$738 million, inclusive of accrued  transaction costs and working capital adjustments. | [Page 40] For example, over the last  2 years, we have partnered with a local  business to recycle end-of-life tyres and  conveyor belts used to move ore from our  operations across northern Australia.",https://cdn-rio.dataweavers.io/-/media/content/documents/invest/reports/annual-reports/2024-annual-report.pdf,62 | 8 | 277 | 40 | 41 | 178,PDF,2024.0,2025-04-23T04:58:06.502646
Rio Tinto (cdn-rio),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Mining,"[Page 43] This aligns with our  commitment to continually improve our  reporting and align with emerging  standards, including the International  Sustainability Standards Board (ISSB)  International Financial Reporting Standard  (IFRS) for climate-related disclosures (S2). | [Page 77] We aim to continually improve our reporting and align with emerging standards,  including the International Sustainability Standards Board (ISSB) International Financial Reporting Standard (IFRS) for climate-related  disclosures (S2). | [Page 252] THE IMPACT  OF CLIMATE  CHANGE ON  OUR AUDITS  (continued) Group’s assessment of financial reporting consequences IFRS requires the Group financial reporting to be based, amongst other things, on the Group’s best estimate of  assumptions that are reasonable and supportable as at the date of reporting. | [Page 270] The disclosures in this note include certain alternative performance  measures (non-IFRS measures). | [Page 156] The above accounting standards and interpretations are collectively  referred to as “IFRS” in this report and contain the principles we use  to create our accounting policies. | [Page 243] – IAS 7 “Statement of Cash Flows” – paragraph 30 and 31 of IAS 8 “Accounting policies, changes in  accounting estimates and errors” (requirement for the disclosure  of information when an entity has not applied a new IFRS that has  been issued and is not yet effective) – paragraph 17 of IAS 24 “Related party disclosures” (key  management compensation) – the requirements of IAS 24, “Related party disclosures” to  disclose related party transactions entered into between 2 or  more members of a group.",https://cdn-rio.dataweavers.io/-/media/content/documents/invest/reports/annual-reports/2024-annual-report.pdf,156 | 77 | 243 | 270 | 252 | 43,PDF,2024.0,2025-04-23T04:58:06.502646
Rio Tinto (cdn-rio),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Mining,Rio Tinto Limited Australia joined un compact on 1-Jun-20,https://unglobalcompact.org/what-is-gc/participants/139552-Rio-Tinto-Limited,335 | 101 | 87 | 167,PDF,2024.0,2025-04-23T04:58:06.502646
Rio Tinto (cdn-rio),AU,Goal 5. Achieve gender equality and empower all women and girls,"In your organization, what is the percentage of women in managerial positions?",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S001,Q001,Mining,"[Page 36] – 32% of senior leadership were women, up 1.9% from 2023. | [Page 150] CEO/ CFO, SID & Chair) Number in  executive  management % of executive  management Men   8   57 % 4 8  67 % Women   6   43 %   –  4 33%¹ Not specified/prefer not to say   –   –    –   –   –  1. | [Page 36] – 42.8% of Board roles were held by women, up 12% from 2023. | [Page 36] – 33.3% of our executive leaders were women, up 8.3% from 2023. | [Page 16] Gender diversity representation of women within  our workforce 19.0% 20.1% 21.6% 22.9% 24.3% 25.2% 2020 2020¹ 2021 2022 2023 2024 lll Definition Includes our total workforce based on  managed operations (excludes the Group’s  share of non-managed operations and  joint ventures)2. | [Page 16] Link to executive remuneration In 2024, our target was to have 25.8% of  our workforce represented by women.",https://cdn-rio.dataweavers.io/-/media/content/documents/invest/reports/annual-reports/2024-annual-report.pdf,150 | 16 | 36,PDF,2024.0,2025-04-23T04:58:06.502646
