Organization,Country,SDG Goal,SDG Question,Answer Options,SDG Goal ID,SDG Ques ID,Industry,Filtered Content,URL,Page number,Document Type,Publication Date,Last updated Date
News Corp Australia (newscorp),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Information Media And Telecommunications,"[Page 38] forest management practices are certified by independent,  internationally recognized sustainable forestry certification  bodies such as the Forest Stewardship Council, Programme  for the Endorsement of Forest Certification, Sustainable  Forest Initiative and Canadian Standards Association. | [Page 10] •	 Maintaining ISO 14001 Environmental Management System certifications at all three of our News UK print centers  and HarperCollins UK’s Glasgow site and improving energy efficiency at News UK and News Corp Australia with the  installation of LEDs. | [Page 27] We support  organizations that work to protect natural  resources and improve sustainability  outcomes for generations to come. | [Page 38] •	 Meeting expectations regarding sustainability. | [Page 10] Our request for proposal (RFP)  process requires paper suppliers to certify that printing  paper is sourced from mills whose forest management  practices are certified by independent, internationally  Recent climate-related highlights and accomplishments include: recognized sustainable forestry certification bodies such  as the Forest Stewardship Council (FSC), Programme  for the Endorsement of Forest Certification (PEFC),  Sustainable Forest Initiative (SFI) or Canadian Standards  Association (CSA). | [Page 7] Our Global Head of Sustainability oversees a committee  of leaders from each of our businesses. | [Page 11] Our goals include: •	 Purchasing 100% of the paper used in our printed  publications from mills whose forest management  practices are certified by an independent, internationally  recognized sustainable forestry certification body.12 •	 By 2025, purchasing 100% of all direct purchases of  publication paper in the U.S., U.K., Europe and Australia  from FSC-, PEFC-, SFI- or CSA-certified material. | [Page 10] REA has been Carbon Neutral Certified11  since 2020.",https://newscorp.com/app/uploads/2024/10/News-Corp-ESG-2024_FINAL.pdf,27 | 7 | 38 | 11 | 10,PDF,2024,2025-04-29T01:22:41.219470
News Corp Australia (newscorp),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Information Media And Telecommunications,[Page 38] These standards include: •	 Operating in full compliance with all  applicable laws.,https://newscorp.com/app/uploads/2024/10/News-Corp-ESG-2024_FINAL.pdf,38,PDF,2024,2025-04-29T01:22:41.219470
Nine Entertainment Co. (nineforbrands),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Information Media And Telecommunications,"[Page 37] Nine provides senior Sustainability representation across  the industry (IAB, AANA, CRA, SSA) and regularly reviews  industry initiatives. | [Page 89] The financial report also complies with International Financial  Reporting Standards (IFRS) as issued by the International Accounting Standards Board. | [Page 9] This year, we have furthered our commitment to Community,  Company and Climate after completing our initial Materiality  Assessment, and Environmental, Social and Governance (ESG)  Policy last year. | [Page 47] Nine provides senior Sustainability representation across the industry (via IAB, AANA and Sustainable Screens Australia) and regularly  reviews industry initiatives. | [Page 34] Company, Community & Climate support for education costs or personal development activities. | [Page 9] We have also actively engaged through  industry steering groups Sustainable Screens Australia, the  AANA, the IAB and Commercial Radio & Audio. | [Page 32] This is supported by  an external provider, who provides suitable supervision and  instruction to Thrive Ambassadors.",https://www.nineforbrands.com.au/wp-content/uploads/2023/09/NEC-2023-Annual-Report-web.pdf,47 | 34 | 89 | 9 | 37 | 32,PDF,2023,2025-04-23T05:16:46.666023
Nine Entertainment Co. (nineforbrands),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Information Media And Telecommunications,"[Page 62] Other considerations include: •	 Scope of role and responsibility; •	 Capability, experience and competency;  and  •	 Internal and external benchmarks.",https://www.nineforbrands.com.au/wp-content/uploads/2023/09/NEC-2023-Annual-Report-web.pdf,62,PDF,2023,2025-04-23T05:16:46.666023
Optus,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Information Media And Telecommunications,"[Page 7] We are aware  of the proposed Australian Sustainability Reporting  Standards (ASRS) and their key reporting domains  and are assessing their relevance and applicability   to Optus. | [Page 7] You can view their assurance report in the   Singtel Group Sustainability Report. | [Page 7] You can view their assurance report  in the Singtel Group Sustainability Report. | [Page 15] We also have a  range of advisory and active ESG working groups to  ensure continued progress against our sustainability  strategy and targets. | [Page 23] For more  information, please refer to the Singtel Group Sustainability Report. | [Page 15] For more  information, please refer to the Singtel Group  Sustainability Report. | [Page 15] For more information, please refer to the   Singtel Group Sustainability Report. | [Page 1] Optus Sustainability Report 2023 It starts with Yes",https://www.optus.com.au/content/dam/optus/documents/about-us/sustainability/reporting/2024/Optus-Sustainability-Report-FY2024-Final2.pdf | https://www.optus.com.au/content/dam/optus/documents/about-us/sustainability/reporting/2023/fy2023-optus-sustainability-report.pdf,15 | 23 | 1 | 7,PDF,2024,2025-04-23T05:16:12.130846
Optus,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Information Media And Telecommunications,"[Page 19] Our Contribution to the  	 United Nations SDG's The United Nations Global Compact (UNGC)  encourages businesses across the globe to adopt  sustainable and socially responsible policies. | [Page 17] Australian Packaging   Covenant Organisation (APCO) Australian Business   Community Network (ABCN) Board of Taxation’s voluntary   Tax Transparency Code (TTC) CDP (formerly Carbon   Disclosure Project) Optus Digital Inclusion Roundtable  (with charity partner CEOs) Global Reporting Initiative (GRI) GSMA (formerly Global System  for Mobile Communications) MobileMuster Modern Slavery   Community of Practice  Science-Based Targets  Initiative (SBTi) Shared Value Project Soldier On Gold Pledge Partner Supply Nation Taskforce on Climate-related  Financial Disclosures (TCFD) Telco Together Foundation United Nations Global Compact  (UNGC) & UNGCNA (United Nations  Global Compact Network Australia) United Nations Business   Ambition for 1.5 degrees United Nations Sustainable  Development Goals (SDGs) Veterans Employment Program Workplace Gender Equality Agency Office of the eSafety Commissioner Givvable Additionally, Optus  has pledged support  or membership to the  following voluntary  sustainability initiatives  and organisations: Sustainable  Innovation Digital   Enablement Circular   Economy Climate   Action Connecting  Australia Future   of Work Equity and   Inclusion Overview 17     |     Overview | Singtel Optus Pty Limited Australia joined un compact on 12-Dec-19",https://www.optus.com.au/content/dam/optus/documents/about-us/sustainability/reporting/2023/fy2023-optus-sustainability-report.pdf | https://unglobalcompact.org/what-is-gc/participants/138226-Singtel-Optus-Pty-Limited,17 | 19,PDF,2023,2025-04-23T05:16:23.852789
Orica,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Mining,"[Page 21] Our Material  Environmental Issues Review program  (MEIR) ensures specialist onsite assessments  of our environmental performance and  impact management, and applies a global  environmental standard across all our  regions, exceeding local requirements   in some jurisdictions. | [Page 134] Environmental, social, and corporate  governance (ESG) A set of non-financial criteria and standards applied to a company’s operations that focus on  corporate responsibility and sustainability outcomes. | [Page 45] Performance  measures CEO: Safety measured through serious injury case-rate (SICR) (10%), environment measured through loss of  containment (LOC) (5%) and decarbonisation (10%) comprising global Scope 1 and Scope 2 absolute emissions  reduction and delivery of net zero program initiatives; financials (60%) comprising EBIT and NOCF; and agreed  operational priorities (15%) Other executives: safety (10%), environment (5%), decarbonisation (10%), financials (50%), operational priorities (25%). | [Page 46] Orica TSR percentile ranking   (against constituents of ASX 100) % of Rights vesting Below 50th 0% 50th (target performance) 50% of Rights vest Between 50th and 75th percentile Straight line vesting between 50% and 100% 75th or above (stretch performance) 100% of Rights vest Business sustainability (20%) The outcome of the business sustainability metric will be determined by the Board following the end of   the performance period, considering the progress made against a set of challenging portfolio resilience   and diversification targets (directly aligned to our long-term strategic plan) addressing: •	 Growth in key emerging markets •	 Growth in digital solutions and mining chemicals, and •	 Rebalancing of our portfolio towards a more progressive and sustainable commodities mix. | [Page 8] Sustainability  has been embedded into our policies,  business strategy and practices as we  capture new opportunities, deliver on our  commitments and improve performance. | [Page 8] We continue to execute our sustainability  strategy by developing and deploying  technologies that improve safety and  sustainability outcomes for our workforce,  customers and communities. | [Page 58] More specific details about Orica’s  sustainability initiatives and performance,  including safety, health and environment,  can be found on the Orica website at   orica.com/sustainability. | [Page 16] It oversees our material risks  and regularly reviews and challenges, directly or via its committees, the effectiveness of our risk management processes.",https://www.orica.com/ArticleDocuments/301/FY2024%20Annual%20Report.pdf,21 | 58 | 16 | 46 | 134 | 8 | 45,PDF,2024,2025-04-23T05:50:24.945692
Orica,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Mining,"[Page 24] As the international standard  for information security, the certification  reaffirms our dedication to upholding the  highest standards in information security  management and delivers peace of mind   for our customers. | Orica Australia joined un compact on 21-May-18",https://www.orica.com/ArticleDocuments/301/FY2024%20Annual%20Report.pdf | https://unglobalcompact.org/what-is-gc/participants/132559-Orica,24,PDF,2024,2025-04-23T05:50:24.945692
Pacific Green,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Manufacturing,"[Page 1] August: communities considered As a responsible developer, Pacific Green has a firm commitment to care for local communities in all the schemes being developed around the world.",https://www.pacificgreen.com/articles/12-months-great-progress-pacific-green-2024/,1,HTML,nan,2025-04-28T23:22:05.580328
Pacific Green,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Manufacturing,[Page 1] The team is based in Scotland and reports to Pacific Green Europe managing director Dane Wilkins.,https://www.pacificgreen.com/articles/12-months-great-progress-pacific-green-2024/,1,HTML,nan,2025-04-28T23:22:05.580328
Private Healthcare Australia (PHA),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Health Care And Social Assistance,"[Page 23] Page 22 of 23    Rank  Total Benefits  Paid  Gender  Age  Group  Description  Bed  Days  Hospital Type   16  $120,250  F  5-9  Leukaemia  295  Public  17  $115,851  F  15-19  Juvenile scoliosis in the middle to lower  back region  10  Private  18  $113,847  F  15-19  Adjustment disorders  40  Private  19  $111,847  M  20-24  Aortic stenosis present from birth  19  Private  20  $110,100  F  25-29  Spinal fusion for treating scoliosis in the  middle to lower back region  13  Private  21  $109,716  F  25-29  Schizophrenia  123  Public  22  $108,564  F  15-19  Anorexia  127  Public  23  $108,226  F  10-14  Spinal fusion for treating juvenile  scoliosis in the middle to lower back  region  7  Private  24  $107,345  M  20-24  Severe depressive episode without  psychotic symptoms, not postnatal  139  Private  25  $107,103  F  15-19  Anorexia  141  Private  26  $105,970  F  0-4  Web of the larynx  18  Public  27  $103,950  F  25-29  Disruption of an operation wound  treated with negative pressure wound  therapy  80  Private  28  $103,856  F  20-24  Spinal fusion for treating scoliosis in the  middle to lower back region  19  Private  29  $103,148  F  20-24  Severe depressive episode without  psychotic symptoms, not postnatal  157  Private  30  $103,048  F  25-29  Schizoaffective disorder, depressive  type  151  Private",https://privatehealthcareaustralia.org.au/wp-content/uploads/PHA-Annual-Hospital-High-Claims-Report-2024.pdf,23,PDF,2024,2025-04-16T22:26:17.876296
Private Healthcare Australia (PHA),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Health Care And Social Assistance,"[Page 6] Page 5 of 23    Top 20 high claims in 2023 where members were treated in hospital for serious  symptoms and complications caused or exacerbated by COVID-19  Rank  Total  Benefits  Paid  Gender  Age  Group Description  Bed  Days  Hospital  Type  1    $190,043  M  65-69  Severe COVID-19 pneumonia requiring continuous  ventilatory support for more than 4 days  42  Private  2  $161,711  M  65-69  COVID-19 pneumonia requiring continuous ventilatory  support for more than 4 days  24  Private  3  $114,581  F  80-84  Severe COVID-19 pneumonia requiring non-invasive  ventilation  217  Private  4  $114,288  F           85-89  COVID-19 positive, symptomatic  94  Private  5  $109,203  M  70-74  Severe secondary bacterial pneumonia due to COVID- 19 requiring non-invasive ventilation  86  Private  6  $107,265  F  75-79  Moderate COVID-19 pneumonia  requiring continuous  ventilatory support for more than 4 days  30  Private  7  $105,826  F  65-69  Moderate COVID-19 pneumonia  requiring continuous  ventilatory support for more than 4 days  58  Private  8  $99,249  F           75-79  COVID-19 pneumonia  30  Private  9  $98,632  F  85-89  Gastrointestinal symptoms associated with COVID-19  94  Private  10  $81,587  F           45-49  COVID-19 pneumonia  68  Private  11  $76,222  M  70-74  Dilated cardiomyopathy exacerbated by COVID-19  requiring cardiac catheterisation  19  Private  12  $74,165  M  85-89  Myasthenia gravis exacerbated by COVID-19  11  Private  13  $71,708  F  70-74  COVID-19 positive, symptomatic  39  Private  14  $71,590  F           65-69  Severe depressive episode without psychotic  symptoms, not postnatal, associated with COVID-19  96  Private  15  $67,623  M          90-94  Severe COVID-19 pneumonia  72  Private  16  $65,700  M  40-44  COVID-19 pneumonia requiring continuous ventilatory  support for more than 4 days  78  Public  17  $64,922  M  85-89  COVID-19 pneumonia requiring non-invasive ventilation  72  Private  18  $64,179  M  90-94  COVID-19 positive, asymptomatic  78  Private  19  $63,086  F  85-89  Suspected case of COVID-19 with acute lower  respiratory infection  94  Private  20  $62,055  M  80-84  Severe COVID-19 pneumonia requiring non-invasive  ventilation  81  Private",https://privatehealthcareaustralia.org.au/wp-content/uploads/PHA-Annual-Hospital-High-Claims-Report-2024.pdf,6,PDF,2024,2025-04-16T22:26:17.876296
Purple House,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Health Care And Social Assistance,[Page 1] SOCIAL IMPACT  REPORT 2024,https://www.purplehouse.org.au/wp-content/uploads/2024/10/Purple-House-Social-Impact-Report-2024.pdf,1,PDF,2024,2025-04-16T22:25:54.338540
Purple House,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Health Care And Social Assistance,"[Page 9] We know that when we have  local Aboriginal people working in  an organisation like this, providing  services for Aboriginal  patients, that’s best  practice.",https://www.purplehouse.org.au/wp-content/uploads/2024/10/Purple-House-Social-Impact-Report-2024.pdf,9,PDF,2024,2025-04-16T22:25:54.338540
Rio Tinto (cdn-rio),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Mining,"[Page 43] This aligns with our  commitment to continually improve our  reporting and align with emerging  standards, including the International  Sustainability Standards Board (ISSB)  International Financial Reporting Standard  (IFRS) for climate-related disclosures (S2). | [Page 95] Risk oversight: Risk Management Committee, Sustainability Committee   Key management response includes: – Annual Environmental Certification across all assets endorsed by  product group Chief Executives. | [Page 39] Refer to the 2024  Sustainability Fact Book for the  assessment outcomes. | [Page 77] We aim to continually improve our reporting and align with emerging standards,  including the International Sustainability Standards Board (ISSB) International Financial Reporting Standard (IFRS) for climate-related  disclosures (S2). | [Page 35] Governance and assurance The Sustainability Committee oversees  strategies to manage social and  environmental impacts, risks and  opportunities, including management  processes and standards. | [Page 50] So each year we complete a  sustainability materiality assessment to understand which  issues and topics matter most to, and have the greatest  impact on, our stakeholders and our business. | [Page 148] Terms of reference for the  Sustainability Committee are available at  riotinto.com. | [Page 51] Governance and assurance The Sustainability Committee oversees strategies to manage social and  environmental risks, including management processes and standards.",https://www.riotinto.com/-/media/content/documents/invest/reports/annual-reports/2022/rt-annual-report-2022.pdf | https://cdn-rio.dataweavers.io/-/media/content/documents/invest/reports/annual-reports/2024-annual-report.pdf,39 | 35 | 95 | 50 | 148 | 43 | 77 | 51,PDF,2024,2025-04-23T04:58:06.502646
Rio Tinto (cdn-rio),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Mining,"[Page 63] It also reiterates  our commitment to implement the UN Guiding  Principles on Business and Human Rights  (UNGPs), the Organisation for Economic  Co-operation and Development (OECD)  Guidelines for Multinational Enterprises, the IFC  Performance Standards, the UN Global  Compact’s ten principles, the Maritime Labour  Convention, the ICMM Mining Principles, and  the Voluntary Principles on Security and  Human Rights (Voluntary Principles). | [Page 87] We actively participate in the Voluntary  Principles Initiative and UN Global Compact  networks and attend regional business and  human rights forums in Africa, Asia and Europe. | [Page 86] – Integrated our commitments to core business and human rights  standards, including the UN Guiding Principles on Business and  Human Rights, into our business plans and actions. | [Page 39] For example, through our  ongoing membership of the ICMM Nature  Working Group and continued engagement  with the Proteus Partnership - a unique  partnership agreement between major  businesses and the UN Environment  Programme World Conservation Monitoring  Centre (UNEP WCMC), which aims to make  global environmental information available  to support better decisions - and our  longstanding partnership with BirdLife  International. | [Page 98] – Integrating our commitments to core business and human rights  standards, including the UN Guiding Principles on Business and  Human Rights, into our business plans and actions. | [Page 87] We expect our suppliers (including  subcontractors) to adhere to our Supplier  Code of Conduct (SCOC), which includes  respecting human rights. | [Page 58] As part of  this agreement, an Indigenous awareness  programme will be launched for our employees  in the region. | [Page 89] Voluntary commitments,  accreditations and memberships   We take part in global, national and regional  organisations and initiatives that inform our  sustainability approach and standards,  helping us better manage our risks. | Rio Tinto Limited Australia joined un compact on 1-Jun-20",https://www.riotinto.com/-/media/content/documents/invest/reports/annual-reports/2022/rt-annual-report-2022.pdf | https://cdn-rio.dataweavers.io/-/media/content/documents/invest/reports/annual-reports/2024-annual-report.pdf | https://unglobalcompact.org/what-is-gc/participants/139552-Rio-Tinto-Limited,39 | 98 | 58 | 86 | 63 | 89 | 87,PDF,2022,2025-04-23T04:58:02.363364
SA Water,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Electricity Gas Water And Waste Services,"[Page 12] This award places  us in an elite group of just 20 Australian  organisations, and we are only the  second Australian water utility to  achieve certification. | [Page 5] With the completion of that process,  our course is set for the next regulatory period, however it is worth reflecting on  the challenges ahead. | [Page 22] • Customer, Sustainability and People and Safety Committee – supports and  advises the Board with regards to our people, our customers and outcomes related  to the environment and sustainability. | [Page 6] Proactive environmental  leadership Promote the health and wellbeing  of active, thriving communities. | [Page 10] Proactive environmental  leadership   Promote the health and wellbeing  of active, thriving communities. | [Page 18] Compliance with the ADWG for E. | [Page 30] Compliance with the ADWG  for E. | [Page 39] • Customer, Sustainability, People and Safety Committee – supports and advises  the Board regarding our people, our customers and outcomes related to the  environment and sustainability.",https://www.sawater.com.au/__data/assets/pdf_file/0017/1026071/SA-Water_2023-24-Annual-Report.pdf | https://www.sawater.com.au/__data/assets/pdf_file/0007/770596/2022-23-SA-Water-Annual-Reporr.pdf,12 | 22 | 39 | 30 | 5 | 18 | 10 | 6,PDF,2022,2025-04-23T05:07:29.195802
SA Water,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Electricity Gas Water And Waste Services,[Page 7] Our commitment as a participant in the United Nations Global Compact is  reaffirmed as we continue to work towards delivering services and achieving positive  outcomes for our community and the planet. | South Australia Water Corporation (SA Water) Australia joined un compact on 18-Apr-19,https://www.sawater.com.au/__data/assets/pdf_file/0017/1026071/SA-Water_2023-24-Annual-Report.pdf | https://unglobalcompact.org/what-is-gc/participants/135804-South-Australia-Water-Corporation,7,PDF,2023,2025-04-23T05:07:27.293620
SBS (Special Broadcasting Service),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Information Media And Telecommunications,"[Page 246] Topic Page Enabling Legislation, Charter and Purpose 111, 163, 4 Responsible Minister 111 Letter to the Minister 8-9 Approval of Annual Report by the Accountable Authority 8-9 Organisational structure 17 Board of Directors 12-16 Audit and Risk Committee and its Charter 116 Community Advisory Committee 117-119 Key activities; Corporate Plan  22-121, 18-21 Work Health and Safety Act 2011 93 Equal Employment Opportunity (Commonwealth Authorities) Act 1987 86-87 Audience research and feedback  54-65 Annual Performance Statement  122-127 Transmission coverage and quality  103-105 Revenue earned from advertising and sponsorship 98 Key activities and changes affecting the authority NIL Related-entity transactions 109 Statement of governance 111 Indemnities and insurance premiums for officers 109 Ministerial directions/Government Policy Order 111 Environment Protection and Biodiversity Conservation Act 1999  100-101 Location of major activities and facilities  110 Particulars of any gift, devise or bequest accepted by SBS NIL Judicial decisions and reviews by outside bodies NIL Financial results 128-161 Advertisers and sponsors 214-238 Executive remuneration 241-243 Ongoing and non-ongoing employee statistics 244 Greenhouse gas emissions 245 Index of Annual Report Requirements 246 246 SBS ANNUAL REPORT | [Page 100] SUSTAINABILITY AT SBS 100 100 SBS ANNUAL REPORT",https://www.sbs.com.au/aboutus/wp-content/uploads/2024/10/SBS_2024_Annual_Report_DIGITAL.pdf,100 | 246,PDF,2024,2025-04-23T05:16:26.815683
SBS (Special Broadcasting Service),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Information Media And Telecommunications,"[Page 246] Topic Page Enabling Legislation, Charter and Purpose 111, 163, 4 Responsible Minister 111 Letter to the Minister 8-9 Approval of Annual Report by the Accountable Authority 8-9 Organisational structure 17 Board of Directors 12-16 Audit and Risk Committee and its Charter 116 Community Advisory Committee 117-119 Key activities; Corporate Plan  22-121, 18-21 Work Health and Safety Act 2011 93 Equal Employment Opportunity (Commonwealth Authorities) Act 1987 86-87 Audience research and feedback  54-65 Annual Performance Statement  122-127 Transmission coverage and quality  103-105 Revenue earned from advertising and sponsorship 98 Key activities and changes affecting the authority NIL Related-entity transactions 109 Statement of governance 111 Indemnities and insurance premiums for officers 109 Ministerial directions/Government Policy Order 111 Environment Protection and Biodiversity Conservation Act 1999  100-101 Location of major activities and facilities  110 Particulars of any gift, devise or bequest accepted by SBS NIL Judicial decisions and reviews by outside bodies NIL Financial results 128-161 Advertisers and sponsors 214-238 Executive remuneration 241-243 Ongoing and non-ongoing employee statistics 244 Greenhouse gas emissions 245 Index of Annual Report Requirements 246 246 SBS ANNUAL REPORT",https://www.sbs.com.au/aboutus/wp-content/uploads/2024/10/SBS_2024_Annual_Report_DIGITAL.pdf,246,PDF,2024,2025-04-23T05:16:26.815683
Sacred Heart Mission,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Health Care And Social Assistance,[Page 10] •	Contribute to sector efficacy and sustainability.,https://www.sacredheartmission.org/wp-content/uploads/2024/07/shm-strategy2030-full-strategy-10-07-2024.pdf,10,PDF,2024,2025-04-16T22:25:55.959346
Sacred Heart Mission,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Health Care And Social Assistance,[Page 10] •	Strengthen and harmonise practice and quality standards.,https://www.sacredheartmission.org/wp-content/uploads/2024/07/shm-strategy2030-full-strategy-10-07-2024.pdf,10,PDF,2024,2025-04-16T22:25:55.959346
Seven West Media,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Information Media And Telecommunications,[Page 1] Sustainability  Report 2023 S E VEN  WES T  MED IA | [Page 45] The Company releases a separate annual  Sustainability Report which is available on the Company’s  website at: www.sevenwestmedia.com.au/about-us/ sustainability. | [Page 3] We are committed to progressing our sustainability journey. | [Page 3] A Letter From Our CEO Our sustainability strategy is not just about adhering to  regulations and meeting expectations; it’s about genuinely  contributing to the well-being and progress of our society. | [Page 32] Our community contributions are covered in the Sustainability  section of this Report. | [Page 132] This Annual Report is printed on environmentally responsible paper. | [Page 45] Details  on the Company’s sustainability reporting and approach to  sustainability are available on the Company’s website at:  www.sevenwestmedia.com.au/about-us/sustainability. | [Page 20] We consider it our responsibility to collaborate with organisations that prioritise sustainability and conservation.,https://www.sevenwestmedia.com.au/assets/CH7-Sustainability-Report-2023-.pdf | https://www.sevenwestmedia.com.au/assets/Uploads/Seven-West-Media-Sustainability-Report-2024.pdf | https://www.sevenwestmedia.com.au/assets/pdfs/4.-ASX-SWM-2024-Annual-Report-14-August-2024.pdf,20 | 3 | 1 | 132 | 45 | 32,PDF,2023,2025-04-23T05:16:53.224344
